phase,url,primary_topic,primary_entity,search_intent,primary_query_theme,secondary_queries,related_entities,relevant_questions,competing_internal_url,content_gap,recommended_action,topic_entity,intent,primary_theme,secondary_theme,related_questions,competing_url,gap,action
"","https://kujo.robertdevore.com/course/documentation/","","","","","","","","","","","Documentation as a build artifact","technical learning","Kujo Documentation as a build artifact","Generate API evidence and write the decisions extraction cannot infer.","How does Documentation as a build artifact behave in the Kujo VM?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/course/editor-and-lsp/","","","","","","","","","","","Editor integration and the LSP boundary","technical learning","Kujo Editor integration and the LSP boundary","Keep tooling connected to the same language contract.","How does Editor integration and the LSP boundary behave in the Kujo VM?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/course/filesystem/","","","","","","","","","","","Filesystem automation with bounded paths","technical learning","Kujo Filesystem automation with bounded paths","Read intended inputs and make writes deliberate.","How does Filesystem automation with bounded paths behave in the Kujo VM?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/course/processes/","","","","","","","","","","","Processes without unnecessary shells","technical learning","Kujo Processes without unnecessary shells","Use argv, bounded output, and an explicit result receipt.","How does Processes without unnecessary shells behave in the Kujo VM?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/course/http-and-networking/","","","","","","","","","","","HTTP and network boundaries","technical learning","Kujo HTTP and network boundaries","Separate response handling from live transport.","How does HTTP and network boundaries behave in the Kujo VM?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/course/data-and-persistence/","","","","","","","","","","","Structured data and local persistence","technical learning","Kujo Structured data and local persistence","Store explicit schemas and keep migrations inspectable.","How does Structured data and local persistence behave in the Kujo VM?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/course/capability-security/","","","","","","","","","","","Trusted execution and minimum authority","technical learning","Kujo Trusted execution and minimum authority","Prove a denial, grant one effect, and test the remaining boundary.","How does Trusted execution and minimum authority behave in the Kujo VM?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/course/secret-boundaries/","","","","","","","","","","","Secrets, redaction, and endpoint policy","technical learning","Kujo Secrets, redaction, and endpoint policy","Keep credential values out of ordinary output.","How does Secrets, redaction, and endpoint policy behave in the Kujo VM?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/course/ai-effects-and-messages/","","","","","","","","","","","AI effects and portable messages","technical learning","Kujo AI effects and portable messages","Treat model responses as uncertain external input.","How does AI effects and portable messages behave in the Kujo VM?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/course/request-identity/","","","","","","","","","","","Deterministic request identity","technical learning","Kujo Deterministic request identity","Know which work a cassette or cache entry represents.","How does Deterministic request identity behave in the Kujo VM?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/course/record-and-replay/","","","","","","","","","","","Record, replay, and offline evidence","technical learning","Kujo Record, replay, and offline evidence","Make AI integration tests independent of a live provider.","How does Record, replay, and offline evidence behave in the Kujo VM?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/course/streaming/","","","","","","","","","","","Streaming and cancellation","technical learning","Kujo Streaming and cancellation","Distinguish delivered chunks from a completed domain result.","How does Streaming and cancellation behave in the Kujo VM?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/course/structured-outputs/","","","","","","","","","","","Structured outputs and schema validation","technical learning","Kujo Structured outputs and schema validation","Parse text, validate shape, then evaluate meaning.","How does Structured outputs and schema validation behave in the Kujo VM?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/course/context-and-vectors/","","","","","","","","","","","Context budgets, embeddings, and vectors","technical learning","Kujo Context budgets, embeddings, and vectors","Bound context and keep retrieval policy outside core math.","How does Context budgets, embeddings, and vectors behave in the Kujo VM?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/course/tool-loops/","","","","","","","","","","","Bounded AI tool loops","technical learning","Kujo Bounded AI tool loops","Validate a proposed call before supplying a tool result.","How does Bounded AI tool loops behave in the Kujo VM?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/course/mechanism-and-policy/","","","","","","","","","","","Mechanism versus policy","technical learning","Kujo Mechanism versus policy","Compose an application without turning the language into a framework.","How does Mechanism versus policy behave in the Kujo VM?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/course/loop-engineering/","","","","","","","","","","","Loop Engineering, specs, and stop conditions","technical learning","Kujo Loop Engineering, specs, and stop conditions","Turn an open-ended request into bounded work.","How does Loop Engineering, specs, and stop conditions behave in the Kujo VM?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/course/evaluation/","","","","","","","","","","","Evaluation independent of generation","technical learning","Kujo Evaluation independent of generation","Reject plausible but wrong output with observable criteria.","How does Evaluation independent of generation behave in the Kujo VM?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/course/evidence-and-handoffs/","","","","","","","","","","","Evidence, run records, and work boundaries","technical learning","Kujo Evidence, run records, and work boundaries","Leave enough proof for the next person or program.","How does Evidence, run records, and work boundaries behave in the Kujo VM?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/course/isolation-and-observability/","","","","","","","","","","","Isolation, observability, and watchdogs","technical learning","Kujo Isolation, observability, and watchdogs","Control the host and detect failures outside the happy path.","How does Isolation, observability, and watchdogs behave in the Kujo VM?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/course/mcp-interoperability/","","","","","","","","","","","MCP and external tool interoperability","technical learning","Kujo MCP and external tool interoperability","Expose a schema without confusing discovery with authority.","How does MCP and external tool interoperability behave in the Kujo VM?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/build-1/","","","","","","","","","","","Build 1: Local reporting utility","navigation/application","Kujo Build 1: Local reporting utility","Take job labels from command-line arguments, reject blank input, and produce a useful human-readable report.","What can I learn or build with Kujo?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/build-2/","","","","","","","","","","","Build 2: Concurrent data processor","navigation/application","Kujo Build 2: Concurrent data processor","Turn a fixed set of typed-looking domain records into ordered results using bounded async work.","What can I learn or build with Kujo?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/build-3/","","","","","","","","","","","Build 3: Reusable package","navigation/application","Kujo Build 3: Reusable package","Create a standalone package with an exported module, tests, documentation, and machine-readable output.","What can I learn or build with Kujo?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/build-4/","","","","","","","","","","","Build 4: Bounded native automation","navigation/application","Kujo Build 4: Bounded native automation","Read a contained fixture, run a controlled process, call a local HTTP fixture, and write a structured result.","What can I learn or build with Kujo?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/build-5/","","","","","","","","","","","Build 5: Replay-backed AI automation","navigation/application","Kujo Build 5: Replay-backed AI automation","Add an AI response boundary to a working local program and prove its response handling without live credentials.","What can I learn or build with Kujo?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/build-6/","","","","","","","","","","","Build 6: Evaluated agentic workflow","navigation/application","Kujo Build 6: Evaluated agentic workflow","Combine a bounded goal, explicit context, proposed results, independent evaluation, and a final disposition.","What can I learn or build with Kujo?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/capstone/","","","","","","","","","","","Local-first AI operations runner","navigation/application","Kujo Local-first AI operations runner","Build a complete path from validated request to evaluated result and evidence.","What can I learn or build with Kujo?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/explorer/","","","","","","","","","","","Explore the verified examples","navigation/application","Kujo Explore the verified examples","Inspect actual source, captured output, and genuine failure diagnostics.","What can I learn or build with Kujo?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/about/","","","","","","","","","","","About this course","navigation/application","Kujo About this course","A Kujo-specific path for developers, built with Kujo itself.","What can I learn or build with Kujo?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
"","https://kujo.robertdevore.com/evidence/","","","","","","","","","","","Evidence and freshness ledger","navigation/application","Kujo Evidence and freshness ledger","Inspect the runtime version, verified examples, and known contract discrepancies.","What can I learn or build with Kujo?","","No measured query data; preserve distinct lesson scope","Measure branded and topic-level impressions after ingestion"
